,game_id,Stint_id,start_period,end_period,start_time,end_time,start_seconds,end_seconds,duration_s,start_eventnum,end_eventnum,start_score,end_score,start_margin,end_margin,plusminus,player1_id,player2_id,player3_id,player4_id,player5_id,lineup_long,lineup_id_ingame,player6_id,player7_id,player8_id,player9_id,player10_id,OPP_lineup_long,OPP_lineup_id_ingame,pts_for,pts_against,possessions
0,0022300421,1,1,1,12:00,5:42,3180,2802,378,2,69,0 - 0,16 - 13,0,-3,-3,1628369,201143,204001,1628401,201950,1628369-201143-204001-1628401-201950,,202711,1628995,1631105,1631093,1630595,202711-1628995-1631105-1631093-1630595,,13,16,27
1,0022300421,2,1,1,5:42,4:22,2802,2722,80,69,91,16 - 13,20 - 15,-3,-5,-2,1628369,1629674,204001,1630573,1630202,1628369-1629674-204001-1630573-1630202,,202711,1628995,1631105,1631093,1630595,202711-1628995-1631105-1631093-1630595,,2,4,7
2,0022300421,3,1,1,4:22,2:31,2722,2611,111,91,122,20 - 15,28 - 17,-5,-11,-6,1628369,1629674,204001,1630573,1630202,1628369-1629674-204001-1630573-1630202,,202692,1630164,1641709,1630587,1630595,202692-1630164-1641709-1630587-1630595,,2,8,9
3,0022300421,4,1,1,2:31,0:43,2611,2503,108,122,145,28 - 17,28 - 23,-11,-5,6,1628369,1629674,1629052,1630573,1630202,1628369-1629674-1629052-1630573-1630202,,202692,1630164,1641709,1630587,1630165,202692-1630164-1641709-1630587-1630165,,6,0,8
4,0022300421,5,1,2,0:43,12:00,2503,2460,43,145,159,28 - 23,30 - 27,-5,-3,2,1628369,1629674,1629052,1630573,1630202,1628369-1629674-1629052-1630573-1630202,,202692,1630164,202711,1630587,1630165,202692-1630164-202711-1630587-1630165,,4,2,4
5,0022300421,6,2,2,12:00,11:00,2460,2400,60,159,175,30 - 27,30 - 31,-3,1,4,201950,1630202,1630573,1629674,1629052,201950-1630202-1630573-1629674-1629052,,202711,1631105,1630587,202692,1630165,202711-1631105-1630587-202692-1630165,,4,0,3
6,0022300421,7,2,2,11:00,10:05,2400,2345,55,175,184,30 - 31,35 - 32,1,-3,-4,201950,1630202,1630573,1629674,1629052,201950-1630202-1630573-1629674-1629052,,202711,1631105,1641709,202692,1630165,202711-1631105-1641709-202692-1630165,,1,5,3
7,0022300421,8,2,2,10:05,8:44,2345,2264,81,184,205,35 - 32,37 - 35,-3,-2,1,201950,1630202,201143,1628401,1629052,201950-1630202-201143-1628401-1629052,,202711,1631105,1641709,202692,1630165,202711-1631105-1641709-202692-1630165,,3,2,9
8,0022300421,9,2,2,8:44,6:42,2264,2142,122,205,233,37 - 35,43 - 37,-2,-6,-4,201950,1630202,201143,1628401,204001,201950-1630202-201143-1628401-204001,,202711,1631105,1641709,1631093,1630595,202711-1631105-1641709-1631093-1630595,,2,6,9
9,0022300421,10,2,2,6:42,6:31,2142,2131,11,233,244,43 - 37,43 - 37,-6,-6,0,201950,1628369,201143,1628401,1630573,201950-1628369-201143-1628401-1630573,,1628995,1631105,1630587,1631093,1630595,1628995-1631105-1630587-1631093-1630595,,0,0,1
