,game_id,Stint_id,start_period,end_period,start_time,end_time,start_seconds,end_seconds,duration_s,start_eventnum,end_eventnum,start_score,end_score,start_margin,end_margin,plusminus,player1_id,player2_id,player3_id,player4_id,player5_id,lineup_long,lineup_id_ingame,player6_id,player7_id,player8_id,player9_id,player10_id,OPP_lineup_long,OPP_lineup_id_ingame,pts_for,pts_against,possessions
0,0022300188,1,1,1,12:00,6:21,2880,2541,339,2,56,0 - 0,15 - 14,0,-1,-1,1627759,1628369,204001,1628401,201950,1627759-1628369-204001-1628401-201950,,1628404,203944,1629011,1629656,1628973,1628404-203944-1629011-1629656-1628973,,14,15,21
1,0022300188,2,1,1,6:21,5:11,2541,2471,70,56,71,15 - 14,19 - 16,-1,-3,-2,1627759,201143,204001,1628401,201950,1627759-201143-204001-1628401-201950,,1628404,203944,1629011,1629656,1628973,1628404-203944-1629011-1629656-1628973,,2,4,6
2,0022300188,3,1,1,5:11,4:20,2471,2420,51,71,85,19 - 16,19 - 16,-3,-3,0,1627759,201143,204001,1628401,1630573,1627759-201143-204001-1628401-1630573,,1630193,203944,1629011,1629656,1628973,1630193-203944-1629011-1629656-1628973,,0,0,3
3,0022300188,4,1,1,4:20,3:14,2420,2354,66,85,95,19 - 16,21 - 18,-3,-3,0,1627759,201143,204001,1628401,1630573,1627759-201143-204001-1628401-1630573,,1630193,1628404,1629011,1629656,1628973,1630193-1628404-1629011-1629656-1628973,,2,2,5
4,0022300188,5,1,1,3:14,0:38,2354,2198,156,95,121,21 - 18,24 - 22,-3,-2,1,1627759,201143,204001,1628401,1630573,1627759-201143-204001-1628401-1630573,,1630193,1628404,1629011,1628978,1628973,1630193-1628404-1629011-1628978-1628973,,4,3,9
5,0022300188,6,1,2,0:38,12:00,2198,2160,38,121,140,24 - 22,24 - 25,-2,1,3,1630202,201143,204001,1628369,1630573,1630202-201143-204001-1628369-1630573,,1630193,1628404,1628392,1628978,1628973,1630193-1628404-1628392-1628978-1628973,,3,0,3
6,0022300188,7,2,2,12:00,6:09,2160,1809,351,140,195,24 - 25,37 - 32,1,-5,-6,1628369,201950,201143,1630573,1630202,1628369-201950-201143-1630573-1630202,,1628404,203944,1630193,1628978,1628392,1628404-203944-1630193-1628978-1628392,,7,13,21
7,0022300188,8,2,2,6:09,4:09,1809,1689,120,195,227,37 - 32,40 - 35,-5,-5,0,1628369,201950,204001,1630573,1627759,1628369-201950-204001-1630573-1627759,,1628404,203944,1630193,1628973,1629011,1628404-203944-1630193-1628973-1629011,,3,3,7
8,0022300188,9,2,2,4:09,4:09,1689,1689,0,227,229,40 - 35,40 - 35,-5,-5,0,1628369,201950,204001,1630573,1627759,1628369-201950-204001-1630573-1627759,,1628404,203944,1629656,1628973,1629011,1628404-203944-1629656-1628973-1629011,,0,0,0
9,0022300188,10,2,2,4:09,3:37,1689,1657,32,229,235,40 - 35,42 - 37,-5,-5,0,1628369,1628401,204001,1630573,1627759,1628369-1628401-204001-1630573-1627759,,1628404,203944,1629656,1628973,1629011,1628404-203944-1629656-1628973-1629011,,2,2,2
10,0022300188,11,2,3,3:37,12:00,1657,1440,217,235,275,42 - 37,53 - 52,-5,-1,4,1628369,1628401,204001,1630202,1627759,1628369-1628401-204001-1630202-1627759,,1628404,203944,1629656,1628973,1629011,1628404-203944-1629656-1628973-1629011,,15,11,14
11,0022300188,12,3,3,12:00,4:02,1440,962,478,275,374,53 - 52,67 - 69,-1,2,3,1627759,1628369,204001,1628401,201950,1627759-1628369-204001-1628401-201950,,1628404,203944,1629011,1629656,1628973,1628404-203944-1629011-1629656-1628973,,17,14,32
12,0022300188,13,3,3,4:02,4:02,962,962,0,374,376,67 - 69,67 - 69,2,2,0,1627759,1628369,204001,1628401,201143,1627759-1628369-204001-1628401-201143,,1628404,203944,1629011,1629656,1628973,1628404-203944-1629011-1629656-1628973,,0,0,0
13,0022300188,14,3,3,4:02,2:49,962,889,73,376,388,67 - 69,72 - 72,2,0,-2,1627759,1628369,204001,1628401,201143,1627759-1628369-204001-1628401-201143,,1630193,203944,1629011,1629656,1628973,1630193-203944-1629011-1629656-1628973,,3,5,4
14,0022300188,15,3,3,2:49,2:17,889,857,32,388,400,72 - 72,72 - 76,0,4,4,1627759,1630202,204001,1630573,201143,1627759-1630202-204001-1630573-201143,,1630193,203944,1628392,1629656,1628973,1630193-203944-1628392-1629656-1628973,,4,0,2
15,0022300188,16,3,4,2:17,12:00,857,720,137,400,436,72 - 76,76 - 84,4,8,4,1627759,1630202,201950,1630573,201143,1627759-1630202-201950-1630573-201143,,1630193,203944,1628392,1629656,1628978,1630193-203944-1628392-1629656-1628978,,8,4,11
16,0022300188,17,4,4,12:00,6:58,720,418,302,436,479,76 - 84,88 - 98,8,10,2,1628369,201950,201143,1630573,1630202,1628369-201950-201143-1630573-1630202,,1628404,1628973,1630193,1628978,1628392,1628404-1628973-1630193-1628978-1628392,,14,12,16
17,0022300188,18,4,4,6:58,6:58,418,418,0,479,481,88 - 98,88 - 98,10,10,0,1628369,201950,201143,1630573,1630202,1628369-201950-201143-1630573-1630202,,1628404,1628973,1630193,203944,1628392,1628404-1628973-1630193-203944-1628392,,0,0,0
18,0022300188,19,4,4,6:58,6:29,418,389,29,481,492,88 - 98,89 - 98,10,9,-1,1628369,201950,201143,1627759,1630202,1628369-201950-201143-1627759-1630202,,1628404,1628973,1630193,203944,1628392,1628404-1628973-1630193-203944-1628392,,0,1,0
19,0022300188,20,4,4,6:29,3:30,389,210,179,492,529,89 - 98,92 - 108,9,16,7,1628369,201950,1628401,1627759,204001,1628369-201950-1628401-1627759-204001,,1628404,1628973,1630193,203944,1629011,1628404-1628973-1630193-203944-1629011,,10,3,13
20,0022300188,21,4,4,3:30,1:06,210,66,144,529,564,92 - 108,97 - 114,16,17,1,1628369,201950,1628401,1627759,204001,1628369-201950-1628401-1627759-204001,,1628404,1628973,1629656,203944,1629011,1628404-1628973-1629656-203944-1629011,,6,5,10
21,0022300188,22,4,4,1:06,0:55,66,55,11,564,570,97 - 114,98 - 114,17,16,-1,1628369,201950,1628401,1627759,204001,1628369-201950-1628401-1627759-204001,,1628404,1630540,1629656,203944,1629011,1628404-1630540-1629656-203944-1629011,,0,1,2
22,0022300188,23,4,4,0:55,0:00,55,0,55,570,579,98 - 114,98 - 114,16,16,0,1628369,201950,1628401,1627759,1630202,1628369-201950-1628401-1627759-1630202,,1628404,1630540,1629656,1630579,1629011,1628404-1630540-1629656-1630579-1629011,,0,0,2
0,0022300194,1,1,1,12:00,5:52,2880,2512,368,2,66,0 - 0,18 - 16,0,2,2,1630573,1628369,201143,1628401,201950,1630573-1628369-201143-1628401-201950,,203496,202699,203954,1629001,1630178,203496-202699-203954-1629001-1630178,,18,16,25
1,0022300194,2,1,1,5:52,4:57,2512,2457,55,66,78,18 - 16,20 - 17,2,3,1,1630573,1630625,201143,1630202,201950,1630573-1630625-201143-1630202-201950,,203496,202699,203954,1629001,1630178,203496-202699-203954-1629001-1630178,,2,1,2
2,0022300194,3,1,1,4:57,2:56,2457,2336,121,78,103,20 - 17,25 - 18,3,7,4,1630573,1630625,201143,1630202,201950,1630573-1630625-201143-1630202-201950,,203496,201976,203954,1629001,202694,203496-201976-203954-1629001-202694,,5,1,10
3,0022300194,4,1,1,2:56,2:56,2336,2336,0,103,107,25 - 18,25 - 18,7,7,0,1630573,1630625,201143,1630202,201950,1630573-1630625-201143-1630202-201950,,1627863,201976,203954,1627788,202694,1627863-201976-203954-1627788-202694,,0,0,0
4,0022300194,5,1,1,2:56,1:33,2336,2253,83,107,127,25 - 18,30 - 19,7,11,4,1629004,1630625,1628436,1630202,201950,1629004-1630625-1628436-1630202-201950,,1627863,201976,203954,1627788,202694,1627863-201976-203954-1627788-202694,,5,1,6
5,0022300194,6,1,1,1:33,0:03,2253,2163,90,127,148,30 - 19,36 - 22,11,14,3,1629004,1628401,1628436,1630202,1628369,1629004-1628401-1628436-1630202-1628369,,1627863,201976,203954,1627788,202694,1627863-201976-203954-1627788-202694,,6,3,7
6,0022300194,7,1,2,0:03,12:00,2163,2160,3,148,166,36 - 22,37 - 22,14,15,1,1629004,1628401,201950,1630202,1628369,1629004-1628401-201950-1630202-1628369,,1627863,201976,203954,1630178,202694,1627863-201976-203954-1630178-202694,,1,0,2
7,0022300194,8,2,2,12:00,8:55,2160,1975,185,166,186,37 - 22,45 - 32,15,13,-2,1628369,1628401,1630202,1629004,1628436,1628369-1628401-1630202-1629004-1628436,,203496,202699,1630178,1630194,1630531,203496-202699-1630178-1630194-1630531,,8,10,12
8,0022300194,9,2,2,8:55,6:59,1975,1859,116,186,216,45 - 32,47 - 36,13,11,-2,1628369,1628401,1630202,1630573,1628436,1628369-1628401-1630202-1630573-1628436,,203496,202699,1630178,1630194,1630531,203496-202699-1630178-1630194-1630531,,2,4,8
9,0022300194,10,2,2,6:59,3:55,1859,1675,184,216,251,47 - 36,52 - 45,11,7,-4,1628369,1628401,201950,1630573,1628436,1628369-1628401-201950-1630573-1628436,,203496,202699,1630178,1630194,1630531,203496-202699-1630178-1630194-1630531,,5,9,14
10,0022300194,11,2,2,3:55,3:14,1675,1634,41,251,263,52 - 45,52 - 48,7,4,-3,1628369,201143,201950,1630573,1629004,1628369-201143-201950-1630573-1629004,,203496,203954,1630178,1629001,1630531,203496-203954-1630178-1629001-1630531,,0,3,2
11,0022300194,12,2,2,3:14,2:34,1634,1594,40,263,271,52 - 48,52 - 50,4,2,-2,1628369,201143,201950,1630573,1629004,1628369-201143-201950-1630573-1629004,,202699,203954,1630178,1629001,1630531,202699-203954-1630178-1629001-1630531,,0,2,2
12,0022300194,13,2,3,2:34,12:00,1594,1440,154,271,299,52 - 50,57 - 58,2,-1,-3,1628369,201143,201950,1630573,1628401,1628369-201143-201950-1630573-1628401,,202699,203954,1630178,1629001,1630531,202699-203954-1630178-1629001-1630531,,5,8,10
13,0022300194,14,3,3,12:00,6:22,1440,1102,338,299,357,57 - 58,72 - 69,-1,3,4,1630573,1628369,201143,1628401,201950,1630573-1628369-201143-1628401-201950,,203496,202699,203954,1629001,1630178,203496-202699-203954-1629001-1630178,,15,11,22
14,0022300194,15,3,3,6:22,3:59,1102,959,143,357,375,72 - 69,75 - 73,3,2,-1,1630573,1628369,201143,1630202,201950,1630573-1628369-201143-1630202-201950,,203496,202699,203954,1629001,1630178,203496-202699-203954-1629001-1630178,,3,4,7
15,0022300194,16,3,3,3:59,3:20,959,920,39,375,385,75 - 73,78 - 73,2,5,3,1630573,1628369,201143,1630202,201950,1630573-1628369-201143-1630202-201950,,203496,202699,203954,1629001,201976,203496-202699-203954-1629001-201976,,3,0,3
16,0022300194,17,3,3,3:20,2:10,920,850,70,385,400,78 - 73,80 - 73,5,7,2,1630573,1629004,201143,1630202,201950,1630573-1629004-201143-1630202-201950,,203496,202694,203954,1629001,201976,203496-202694-203954-1629001-201976,,2,0,4
17,0022300194,18,3,3,2:10,0:02,850,722,128,400,428,80 - 73,83 - 75,7,8,1,1628436,1629004,1630625,1630202,201950,1628436-1629004-1630625-1630202-201950,,203496,202694,203954,1630531,201976,203496-202694-203954-1630531-201976,,3,2,9
18,0022300194,19,3,4,0:02,12:00,722,720,2,428,442,83 - 75,83 - 75,8,8,0,1628436,1629004,1630573,1630202,201950,1628436-1629004-1630573-1630202-201950,,203496,202694,203954,1630531,201976,203496-202694-203954-1630531-201976,,0,0,0
