,game_id,Stint_id,start_period,end_period,start_time,end_time,start_seconds,end_seconds,duration_s,start_eventnum,end_eventnum,start_score,end_score,start_margin,end_margin,plusminus,player1_id,player2_id,player3_id,player4_id,player5_id,lineup_long,lineup_id_ingame,player6_id,player7_id,player8_id,player9_id,player10_id,OPP_lineup_long,OPP_lineup_id_ingame,pts_for,pts_against,possessions
0,0022301011,1,1,1,12:00,5:49,2880,2509,371,2,68,0 - 0,14 - 17,0,-3,-3,1627759,1630214,204001,1628401,1630202,1627759-1630214-204001-1628401-1630202,,1628972,1641787,1630164,1630595,1631093,1628972-1641787-1630164-1630595-1631093,,14,17,24
1,0022301011,2,1,1,5:49,4:13,2509,2413,96,68,97,14 - 17,21 - 23,-3,-2,1,1627759,1630214,204001,1630573,1630202,1627759-1630214-204001-1630573-1630202,,203095,1641787,1630164,1630595,1631093,203095-1641787-1630164-1630595-1631093,,7,6,8
2,0022301011,3,1,1,4:13,2:42,2413,2322,91,97,123,21 - 23,25 - 25,-2,0,2,1627759,1628436,1629052,1630573,1630202,1627759-1628436-1629052-1630573-1630202,,203095,1641787,1629002,1630595,1631197,203095-1641787-1629002-1630595-1631197,,4,2,6
3,0022301011,4,1,1,2:42,0:29,2322,2189,133,123,149,25 - 25,29 - 34,0,-5,-5,1627759,1628436,1629052,1630573,1630202,1627759-1628436-1629052-1630573-1630202,,203095,1631204,1629002,1628972,1631197,203095-1631204-1629002-1628972-1631197,,4,9,10
4,0022301011,5,1,2,0:29,12:00,2189,2160,29,149,165,29 - 34,32 - 34,-5,-2,3,1627759,1630214,1629052,1630573,1630202,1627759-1630214-1629052-1630573-1630202,,203095,1631204,1629002,1628972,1631197,203095-1631204-1629002-1628972-1631197,,3,0,3
5,0022301011,6,2,2,12:00,9:16,2160,1996,164,165,185,32 - 34,43 - 41,-2,2,4,1628401,1630202,1630573,1628436,1629004,1628401-1630202-1630573-1628436-1629004,,1628972,1630164,203095,1631197,1631204,1628972-1630164-203095-1631197-1631204,,11,7,10
6,0022301011,7,2,2,9:16,8:14,1996,1934,62,185,203,43 - 41,44 - 43,2,1,-1,1628401,1630202,1630573,1628436,1629004,1628401-1630202-1630573-1628436-1629004,,1628972,1630164,203095,1631093,1631204,1628972-1630164-203095-1631093-1631204,,1,2,4
7,0022301011,8,2,2,8:14,7:30,1934,1890,44,203,216,44 - 43,45 - 46,1,-1,-2,1628401,204001,1630573,1629052,1629004,1628401-204001-1630573-1629052-1629004,,1628972,1630164,203095,1631093,1631204,1628972-1630164-203095-1631093-1631204,,1,3,4
8,0022301011,9,2,2,7:30,6:38,1890,1838,52,216,238,45 - 46,50 - 46,-1,4,5,1628401,204001,1630573,1629052,1629004,1628401-204001-1630573-1629052-1629004,,1628972,1630164,1630595,1631093,1631204,1628972-1630164-1630595-1631093-1631204,,5,0,5
9,0022301011,10,2,2,6:38,5:49,1838,1789,49,238,248,50 - 46,51 - 46,4,5,1,1628401,204001,1627759,1629052,1629004,1628401-204001-1627759-1629052-1629004,,1628972,1630164,1630595,1631093,1631204,1628972-1630164-1630595-1631093-1631204,,1,0,3
